index,pdfsize,metadata size,xref Length,obj,endobj,JS,Javascript,Class
3149,59,403,59,61,61,0,0,Malicious
1550,10,258,31,8,8,1,1,Malicious
5969,93,374,512,110,110,0,0,Benign
6436,326,390,336,568,568,0,0,Benign
6478,90,300,22,21,21,0,0,Benign
800,1,180,111113,18,18,3,4,Malicious
1746,16,180,10,9,9,1,2,Malicious
6696,156,328,76,75,75,0,0,Benign
3231,7,247,19,19,19,0,0,Malicious
2582,45,180,25,47,47,0,0,Malicious
2423,94,180,9,8,8,1,1,Malicious
4161,33,252,52,51,51,0,0,Benign
7872,19,229,40,58,58,0,0,Benign
4271,75,265,21,6,6,0,0,Benign
5130,78,279,46,11,11,0,0,Benign
3927,35,299,25,24,24,0,0,Benign
1002,57,256,41,13,13,2,3,Malicious
5156,69,283,25,11,11,0,0,Benign
538,2,196,15,11,11,3,4,Malicious
2826,4,246,16,9,9,2,3,Malicious
7697,16,296,82,48,48,0,0,Benign
79,17,180,10,14,14,2,3,Malicious
3298,5,180,18,10,10,1,1,Malicious
1922,2,180,9,8,8,0,0,Malicious
6963,144,384,163,45,45,0,0,Benign
2840,270,226,35,8,8,1,1,Malicious
6352,36,289,190,29,29,0,0,Benign
1699,11,265,19,8,8,1,1,Malicious
8037,18,253,26,48,48,0,0,Benign
7211,232,1025,83,82,82,0,0,Benign
6124,403,441,28325,76,76,0,0,Benign
5681,73,364,273,536,536,0,0,Benign
6553,1,347,11,10,10,0,0,Benign
1544,15,256,16,8,8,1,1,Malicious
2226,2,180,111612,42,42,0,0,Malicious
6126,343,361,412,774,774,2,3,Benign
4231,40,318,74,73,73,0,0,Benign
2619,5,180,8,9,9,1,1,Malicious
149,14,224,20,13,13,1,2,Malicious
3734,31,285,61,60,60,0,0,Benign
794,15,287,10,10,10,1,1,Malicious
5273,80,262,21,24,24,0,0,Benign
710,6,300,15,14,14,2,3,Malicious
169,16,180,10,15,15,2,3,Malicious
1672,27,246,10,7,6,1,2,Malicious
1768,2,180,7,8,8,1,1,Malicious
4934,93,454,89,36,36,0,0,Benign
5744,99,534,240,68,68,0,0,Benign
1870,17,180,10,7,7,1,1,Malicious
5501,65,305,551,88,88,0,0,Benign
6052,50,466,151,191,191,2,3,Benign
3838,51,662,98,97,97,0,0,Benign
7569,105,283,34,36,36,0,0,Benign
5826,70,366,141,74,74,0,1,Benign
1078,7,180,10,21,21,5,6,Malicious
6807,103,283,25,27,27,0,0,Benign
3542,9,180,9,0,0,1,1,Malicious
4617,94,262,21,33,33,0,0,Benign
2118,7,180,10,9,9,1,2,Malicious
7179,16,288,25,24,24,0,0,Benign
509,2,196,15,19,19,0,0,Malicious
4456,81,283,23,6,6,0,0,Benign
6059,65,421,367,263,263,0,0,Benign
647,21,256,16,10,10,1,1,Malicious
6800,157,269,30,16,16,0,0,Benign
1744,2048,291,27,9,9,1,1,Malicious
4989,53,243,20,6,6,0,0,Benign
1414,18,180,10,8,8,1,1,Malicious
4793,93,283,36,6,6,0,0,Benign
7059,188,273,73,34,34,0,0,Benign
7484,27,298,12,26,26,0,0,Benign
6783,156,262,27,56,56,0,0,Benign
7828,22,229,51,79,79,0,0,Benign
6341,359,381,1572,55,55,0,0,Benign
4369,81,265,21,6,6,0,0,Benign
4034,59,371,49,48,48,0,0,Benign
6083,90,385,483,71,71,0,0,Benign
5185,83,262,21,24,24,0,0,Benign
4030,60,380,43,42,42,0,0,Benign
3103,35,431,72,68,68,0,0,Malicious
1928,13,180,16,71,72,0,0,Malicious
3805,375,300,619,618,618,0,0,Benign
5558,33,305,199,83,83,0,0,Benign
3520,8,180,10,25,25,1,1,Malicious
4391,77,262,21,54,54,0,0,Benign
544,15,180,10,15,15,3,4,Malicious
3973,95,342,292,291,291,0,0,Benign
7457,20,283,10,21,21,0,0,Benign
965,11,180,46,10,10,1,1,Malicious
5065,79,262,21,16,16,0,0,Benign
2446,7,211,9,9,9,1,1,Malicious
7694,131,305,890,26,26,0,0,Benign
3939,47,307,34,39,39,0,0,Benign
3107,34,412,72,69,69,0,0,Malicious
7085,142,295,494,119,119,0,0,Benign
1616,147,256,18,9,9,1,2,Malicious
2799,7,180,11,9,9,1,1,Malicious
7632,29,298,12,36,36,0,0,Benign
2138,5,180,1991,9,9,1,2,Malicious
7789,79,302,889,45,45,0,0,Benign
5908,373,365,854,1539,1539,0,0,Benign
2648,15,180,10,9,8,2,3,Malicious
7066,25,285,47,28,28,0,0,Benign
1221,15,224,20,9,9,1,2,Malicious
5899,83,414,650,108,108,0,0,Benign
7428,28,260,12,34,34,0,0,Benign
5634,51,482,383,764,764,0,0,Benign
601,9,298,10,19,19,0,0,Malicious
4509,38,307,48,139,139,0,0,Benign
408,7,201,996,10,10,1,1,Malicious
5391,81,283,33,11,11,0,0,Benign
4239,83,358,445,167,167,0,0,Benign
3347,36,224,20,19,19,0,0,Malicious
7458,100,283,40,33,33,0,0,Benign
1010,6,196,28,18,18,5,6,Malicious
7074,17,285,28,15,15,0,0,Benign
7638,212,271,95,33,33,0,0,Benign
1142,3,230,12,11,11,1,2,Malicious
997,17,180,10,10,10,1,1,Malicious
1183,3,180,8,7,6,1,2,Malicious
1042,18,250,15,19,19,0,0,Malicious
3352,9,180,9,114,114,2,2,Malicious
1055,10,256,16,30,30,1,2,Malicious
1737,13,180,9,9,9,1,2,Malicious
5707,73,368,362,51,51,0,0,Benign
1926,3,180,9,61,60,1,2,Malicious
4196,57,319,28,27,27,0,0,Benign
4656,75,265,21,11,11,0,0,Benign
2903,12,180,9,9,9,2,3,Malicious
576,9,180,70,27,27,5,6,Malicious
1783,129,256,73,9,9,1,1,Malicious
706,9,180,9,18,18,3,4,Malicious
1022,7,180,10,15,15,2,3,Malicious
1817,3,180,9,9,9,1,1,Malicious
2867,39,290,33,8,8,1,1,Malicious
1502,16,248,10,8,8,1,1,Malicious
5166,79,262,21,13,13,0,0,Benign
4409,75,262,21,35,35,0,0,Benign
177,8,180,11,21,21,5,6,Malicious
3207,519,180,8,19,19,0,0,Malicious
4076,63,399,46,45,45,0,0,Benign
3608,11,256,16,22,22,3,4,Malicious
6463,33,317,275,38,38,0,0,Benign
5531,71,226,308,110,110,0,0,Benign
7218,22,298,12,11,11,0,0,Benign
4398,33,298,12,93,93,0,0,Benign
328,0,180,2,19,19,0,0,Malicious
5874,326,384,2325,242,242,0,0,Benign
2973,7,180,13,9,9,1,1,Malicious
7485,104,283,39,6,6,0,0,Benign
2245,15,224,20,9,9,0,0,Malicious
5688,55,392,211,44,44,0,0,Benign
8131,4,396,14,9,9,1,1,Malicious
3114,36,528,74,74,74,0,0,Malicious
5480,75,226,549,134,134,0,0,Benign
5903,77,416,329,140,140,0,0,Benign
7387,15,260,12,28,28,0,0,Benign
6291,65,393,495,58,58,0,0,Benign
4424,71,265,21,11,11,0,0,Benign
2691,20510,323,64,9,9,1,1,Malicious
4412,59,262,21,32,32,0,0,Benign
2644,26,347,21,328,328,1,1,Malicious
7011,22,330,39,42,42,0,0,Benign
2611,1934,268,3366,9,9,1,2,Malicious
1454,13,224,20,8,8,1,1,Malicious
7594,29,298,12,11,11,0,0,Benign
7535,128,262,24,9,9,0,0,Benign
6425,349,384,5545,271,271,0,0,Benign
5209,84,265,21,11,11,0,0,Benign
3470,7,180,1991,19,19,5,6,Malicious
181,87,331,32,11,11,3,4,Malicious
4397,82,283,26,11,11,0,0,Benign
7659,163,296,175,117,117,0,0,Benign
7618,28,283,10,6,6,0,0,Benign
4464,77,272,21,17,17,0,0,Benign
4764,87,283,26,44,44,0,0,Benign
5086,63,265,21,6,6,0,0,Benign
1483,10,180,17,8,8,1,1,Malicious
3113,36,368,77,72,72,0,0,Malicious
2181,2,180,8,42,42,0,0,Malicious
6849,169,305,991,120,120,0,0,Benign
1277,17,250,15,8,8,1,1,Malicious
3978,55,321,75,74,74,0,0,Benign
7741,54,252,64,74,74,0,0,Benign
5493,55,305,356,29,29,0,0,Benign
41,9,180,9,10,10,1,1,Malicious
8146,45,344,41,9,9,1,1,Malicious
2718,3,222,11,7,7,1,1,Malicious
7723,203,290,119,205,205,0,0,Benign
6201,57,348,188,53,53,0,0,Benign
217,14,256,16,11,11,3,4,Malicious
185,8,180,10,10,10,2,2,Malicious
3282,8,180,10,22,22,1,1,Malicious
4520,79,262,21,11,11,0,0,Benign
1027,7,239,10,13,13,1,2,Malicious
7558,17,298,13,35,35,0,0,Benign
5670,72,370,513,154,154,0,0,Benign
6741,212,265,27,26,26,0,0,Benign
683,3,250,15,10,10,1,1,Malicious
4881,76,262,21,34,34,0,0,Benign
6379,92,353,1290,122,122,0,0,Benign
87,10,180,45,15,15,1,2,Malicious
7198,23,298,12,11,11,0,0,Benign
1199,15,224,20,9,9,1,2,Malicious
1608,1,180,111113,9,9,1,2,Malicious
7367,21,295,25,48,48,0,0,Benign
1832,12,180,9,9,9,1,2,Malicious
4189,69,306,118,117,117,0,0,Benign
6115,82,401,1291,403,403,1,2,Benign
4149,53,295,49,48,48,0,0,Benign
257,5,218,10,19,19,0,0,Malicious
5428,94,283,39,113,113,0,0,Benign
3393,4,180,14,26,26,0,0,Malicious
3755,34,285,74,70,70,0,0,Benign
3127,33,482,69,69,69,0,0,Malicious
1992,9,180,70,9,9,2,3,Malicious
6997,383,317,2443,44,44,0,0,Benign
6825,261,286,18,128,128,0,0,Benign
5972,311,371,833,61,61,0,0,Benign
6785,184,262,30,34,34,0,0,Benign
7205,100,283,41,40,40,0,0,Benign
737,2,180,111614,11,11,3,4,Malicious
7570,26,298,18,39,39,0,0,Benign
5738,98,379,482,79,79,0,0,Benign
543,8,180,11,25,25,1,2,Malicious
2275,102,247,42,9,9,1,2,Malicious
2992,566,180,127,9,9,1,2,Malicious
1886,11,438,19,9,9,1,1,Malicious
1623,10,258,31,40,40,3,4,Malicious
5247,34,542,143,6,6,0,0,Benign
7750,15,301,29,34,34,0,0,Benign
8132,4,358,13,8,8,1,1,Malicious
1731,250,180,6,9,9,1,2,Malicious
3026,7,201,996,4,4,1,1,Malicious
7977,23,229,53,63,63,0,0,Benign
3794,38,368,59,39,39,0,0,Benign
381,2,180,111612,15,15,2,3,Malicious
56,1,180,111612,19,19,0,0,Malicious
69,8,180,11,14,14,2,3,Malicious
3774,37,436,47,47,47,0,0,Benign
8096,18,252,34,44,44,0,0,Benign
7598,115,283,39,11,11,0,0,Benign
1168,4,180,17,11,11,1,2,Malicious
4222,31,314,42,41,41,0,0,Benign
3080,220,180,25,8,8,1,1,Malicious
6864,135,296,203,50,50,0,0,Benign
5679,75,332,231,261,261,0,0,Benign
4264,87,262,21,6,6,0,0,Benign
7388,27,298,12,11,11,0,0,Benign
4373,73,262,21,6,6,0,0,Benign
445,12,180,9,13,13,1,2,Malicious
4956,73,265,21,11,11,0,0,Benign
5484,68,226,482,42,42,0,0,Benign
4122,88,450,79,78,78,0,0,Benign
2034,7,256,16,9,9,1,2,Malicious
3821,36,253,54,53,53,0,0,Benign
3720,82,297,89,88,88,0,0,Benign
1649,10,289,10,8,8,1,1,Malicious
6969,302,364,228,131,131,0,0,Benign
1656,3,180,11,8,8,1,1,Malicious
3478,38,267,42,17,17,0,0,Malicious
6632,105,365,267,269,269,2,3,Benign
4647,46,279,36,184,184,0,0,Benign
19,10,180,36,26,26,1,1,Malicious
7781,103,288,783,54,54,0,0,Benign
7609,29,260,12,22,22,0,0,Benign
4503,79,262,21,452,452,0,0,Benign
4407,83,283,36,26,26,0,0,Benign
5912,97,395,224,59,59,0,0,Benign
4110,64,331,56,55,55,0,0,Benign
4705,66,283,48,11,11,0,0,Benign
751,8,180,11,25,25,0,0,Malicious
8016,22,229,48,171,171,0,0,Benign
5587,39,265,76,416,416,0,0,Benign
2638,8,246,19,9,9,1,1,Malicious
476,210,180,9,10,10,1,1,Malicious
6020,55,377,105,173,173,0,1,Benign
3142,42,391,61,53,53,0,0,Malicious
7259,149,265,24,24,24,0,0,Benign
3955,50,310,32,31,31,0,0,Benign
468,17,250,15,19,19,0,0,Malicious
1882,2048,180,16,8,8,1,1,Malicious
5075,68,283,39,11,11,0,0,Benign
308,2,195,15,11,11,3,4,Malicious
8188,38,338,200006,9,9,1,1,Malicious
7964,23,288,128,110,110,0,0,Benign
6369,67,456,747,262,262,0,0,Benign
6113,98,333,870,77,77,0,0,Benign
4633,71,272,21,6,6,0,0,Benign
866,5,180,16,15,15,1,2,Malicious
5556,90,226,702,86,86,0,0,Benign
5902,79,416,320,318,318,4,5,Benign
1501,14,224,20,95,95,4,5,Malicious
7844,31,229,37,71,71,0,0,Benign
5862,77,390,347,45,45,0,0,Benign
1315,15,256,16,9,9,1,1,Malicious
5838,51,354,140,105,105,0,0,Benign
2272,10,180,45,6,5,0,1,Malicious
80,15,180,10,35,35,0,0,Malicious
3885,60,414,83,82,82,0,0,Benign
641,8,180,11,21,21,0,0,Malicious
4478,78,262,21,29,29,0,0,Benign
5891,60,379,391,61,61,0,0,Benign
3558,8,180,13,14,14,3,4,Malicious
1400,16,180,10,9,9,1,2,Malicious
2487,4,180,9,9,9,1,1,Malicious
1632,113,295,37,8,8,1,1,Malicious
2521,8,180,11,9,10,1,1,Malicious
4299,66,265,21,6,6,0,0,Benign
2771,12,180,77,9,9,1,2,Malicious
2221,8,180,16,8,8,1,1,Malicious
6739,150,265,27,55,55,0,0,Benign
7245,28,298,12,26,26,0,0,Benign
1074,1,180,111714,16,16,1,2,Malicious
1302,14,256,16,8,8,1,1,Malicious
4467,85,283,24,36,36,0,0,Benign
6096,44,426,141,71,71,0,0,Benign
1123,10,278,19,19,19,0,0,Malicious
2592,244,343,21,59,59,0,0,Malicious
118,216,280,52,15,15,1,2,Malicious
7299,21,298,13,11,11,0,0,Benign
1127,10,258,31,14,14,2,3,Malicious
2970,15,224,20,5,5,1,1,Malicious
2373,566,180,127,354,354,1,1,Malicious
5246,89,272,21,20,20,0,0,Benign
1295,1,180,111714,9,9,1,2,Malicious
2499,14,256,16,4,4,1,1,Malicious
4209,319,319,185,184,184,0,0,Benign
5050,84,283,25,205,205,0,0,Benign
4634,61,494,76,6,6,0,0,Benign
5674,66,332,285,61,61,0,0,Benign
879,19,240,31,10,10,1,1,Malicious
3254,5,218,10,21,21,2,4,Malicious
3305,9,299,10,10,10,1,1,Malicious
3143,43,389,55,60,60,0,0,Malicious
2456,4,250,15,9,9,1,1,Malicious
7963,23,298,96,53,53,0,0,Benign
7640,103,283,28,11,11,0,0,Benign
7295,15,285,24,36,36,0,0,Benign
8086,15,229,28,50,50,0,0,Benign
5057,74,262,21,42,42,0,0,Benign
1730,17,180,10,7,6,1,2,Malicious
6127,60,357,516,37,37,0,0,Benign
2684,8,180,10,5,5,1,1,Malicious
6547,1,370,7,6,6,0,0,Benign
4774,89,283,25,26,26,0,0,Benign
4287,76,283,24,23,23,0,0,Benign
1850,2,180,8,8,8,1,1,Malicious
1732,12,180,9,7,7,1,1,Malicious
6835,135,305,520,114,114,0,0,Benign
1511,13,392,23,9,9,1,1,Malicious
4047,57,379,42,41,41,0,0,Benign
3463,7,250,15,18,12,1,1,Malicious
2580,3,218,10,9,9,1,2,Malicious
5202,78,262,21,116,116,0,0,Benign
6946,375,357,32,74,74,0,0,Benign
5639,46,529,414,522,522,0,0,Benign
618,8,180,11,15,15,2,3,Malicious
4550,37,298,12,26,26,0,0,Benign
2080,4,196,28,9,9,1,2,Malicious
4595,80,265,21,12,12,0,0,Benign
773,1,180,111612,12,12,2,3,Malicious
6460,61,425,65,204,204,0,0,Benign
3639,11,224,20,14,14,3,4,Malicious
1811,13,180,348,4,4,1,1,Malicious
1720,275,296,81,8,8,1,1,Malicious
50,16,180,10,11,11,3,4,Malicious
7854,191,229,164,50,50,0,0,Benign
733,4,180,14,11,11,1,2,Malicious
245,14,224,20,15,15,2,3,Malicious
5527,56,305,371,70,70,0,0,Benign
179,7,239,10,15,15,1,2,Malicious
7067,22,285,39,25,25,0,0,Benign
17,8,235,16,15,15,1,2,Malicious
2273,7,256,16,8,8,1,1,Malicious
4280,90,262,21,6,6,0,0,Benign
2586,5,256,19,8,8,1,1,Malicious
8082,26,229,51,39,39,0,0,Benign
5414,56,442,205,9,9,0,0,Benign
6570,0,180,7,6,6,0,0,Benign
1740,3,180,47,9,9,1,1,Malicious
3053,51,326,21,9,9,1,2,Malicious
7499,24,298,12,12,12,0,0,Benign
7058,253,273,108,107,107,0,0,Benign
4661,77,262,21,45,45,0,0,Benign
1281,17,180,10,4,4,1,1,Malicious
511,15,180,10,24,24,1,2,Malicious
321,5,201,79,14,14,2,3,Malicious
2215,17,250,15,9,9,1,2,Malicious
7824,65,229,80,29,29,0,0,Benign
3932,53,307,53,52,52,0,0,Benign
7971,35,229,78,44,44,0,0,Benign
7222,130,226,56,55,55,0,0,Benign
7141,152,304,84,82,82,0,0,Benign
5059,86,283,32,6,6,0,0,Benign
7575,19,260,12,39,39,0,0,Benign
3196,4,377,13,12,12,2,3,Malicious
8059,40,295,232,28,28,0,0,Benign
4377,86,283,29,126,126,0,0,Benign
3905,95,581,171,29,29,0,0,Benign
7452,21,260,12,11,11,0,0,Benign
2522,8,180,10,4,4,1,1,Malicious
7093,26,284,56,15,15,0,0,Benign
7879,43,307,306,40,40,0,0,Benign
7986,19,229,50,71,71,0,0,Benign
6636,113,343,1076,100,100,2,3,Benign
7913,319,291,1003,441,441,0,0,Benign
2189,128,311,126,8,8,1,1,Malicious
7122,208,304,101,94,94,0,0,Benign
7735,25,296,292,39,39,0,0,Benign
7481,157,299,634,6,6,0,0,Benign
3357,9,180,9,12,12,0,0,Malicious
5784,79,411,476,80,80,0,0,Benign
1465,1,180,111113,4,4,1,1,Malicious
6808,114,283,46,33,33,0,0,Benign
1405,15,180,10,9,9,1,2,Malicious
1346,3,256,16,9,9,1,1,Malicious
7650,109,296,169,57,57,0,0,Benign
1971,5,180,16,9,9,1,2,Malicious
4317,59,283,25,24,24,0,0,Benign
4716,77,262,21,122,122,0,0,Benign
4890,97,283,32,32,32,0,0,Benign
5711,70,367,466,123,123,0,0,Benign
3870,71,333,66,38,38,0,0,Benign
4762,48,450,111,36,36,0,0,Benign
4141,61,316,48,47,47,0,0,Benign
4103,67,376,45,44,44,0,0,Benign
6714,247,354,988,194,194,0,0,Benign
1729,23,277,30,9,9,1,1,Malicious
6824,186,265,27,49,49,0,0,Benign
2929,26,25548,5,9,9,1,1,Malicious
8097,35,294,196,39,39,0,0,Benign
435,8,180,10,29,29,1,1,Malicious
3849,34,307,36,35,35,0,0,Benign
3479,80,180,9,19,19,0,0,Malicious
5345,90,286,22,9,9,0,0,Benign
4320,63,262,21,6,6,0,0,Benign
4192,51,354,50,49,49,0,0,Benign
8091,10,279,32,35,35,0,0,Benign
1566,2,180,10,35,35,1,1,Malicious
1905,3,180,10,9,9,1,2,Malicious
3704,39,290,239,39,39,0,0,Benign
2321,1150,269,15,9,9,1,2,Malicious
5405,95,492,137,273,273,0,0,Benign
4800,80,283,31,9,9,0,0,Benign
6204,94,386,721,151,151,0,0,Benign
1677,12,224,20,9,9,1,2,Malicious
2860,14,224,20,8,8,1,1,Malicious
4028,55,424,39,38,38,0,0,Benign
3666,121,180,77,14,14,2,3,Malicious
2354,566,180,127,9,9,1,1,Malicious
5783,93,413,504,66,66,0,0,Benign
3590,85,180,127,16,17,3,4,Malicious
486,9,180,9,32,32,2,2,Malicious
5317,59,283,23,6,6,0,0,Benign
199,16,180,10,114,114,2,2,Malicious
1669,14,224,20,7,7,2,3,Malicious
6556,4,374,36,35,35,0,0,Benign
1373,14,224,20,5,4,0,0,Malicious
3509,8,226,18,259,259,0,0,Malicious
7727,357,294,150,45,45,0,0,Benign
2513,120,180,77,8,8,1,1,Malicious
5671,74,370,507,110,110,0,0,Benign
3792,72,382,87,54,54,0,0,Benign
4963,80,262,21,12,12,0,0,Benign
6098,400,393,776,93,93,0,0,Benign
6383,87,340,1140,125,125,0,0,Benign
5284,70,262,21,34,34,0,0,Benign
7143,149,304,78,76,76,0,0,Benign
2753,5,215,10,9,9,1,1,Malicious
5533,73,226,320,107,107,0,0,Benign
2585,9,297,10,9,9,1,1,Malicious
6573,29,325,120,283,283,20,20,Benign
2319,4,257,16,8,8,1,1,Malicious
2957,113,180,893,8,8,0,0,Malicious
5095,78,262,21,22,22,0,0,Benign
1479,27,246,10,8,8,1,1,Malicious
711,154,180,6,14,14,2,3,Malicious
354,16,180,10,13,13,2,3,Malicious
665,126,291,17,14,14,2,3,Malicious
1193,10,258,31,9,9,1,1,Malicious
642,2,224,31,10,10,1,1,Malicious
2673,17,373,27,9,9,1,2,Malicious
176,9,180,10,19,19,0,0,Malicious
6903,228,366,378,84,84,0,0,Benign
1197,11,294,10,9,9,1,1,Malicious
786,4,211,28,10,10,1,1,Malicious
8121,152,282,297,37,37,0,0,Benign
6274,83,413,422,47,47,0,0,Benign
6281,67,398,376,59,59,0,0,Benign
91,8,180,10,13,13,2,3,Malicious
1515,1,180,111714,7,6,1,2,Malicious
7652,165,297,168,120,120,0,0,Benign
7944,127,289,808,105,105,0,0,Benign
7021,280,286,564,54,54,0,0,Benign
530,8,180,10,14,14,0,1,Malicious
1339,154,180,6,9,9,1,2,Malicious
996,2,180,10,15,15,1,2,Malicious
1176,2,180,10,4,4,1,1,Malicious
2605,9,180,10,8,8,1,1,Malicious
7939,335,287,616,326,326,0,0,Benign
106,17,180,10,14,14,3,4,Malicious
4819,78,265,21,11,11,0,0,Benign
1018,4,201,52,10,10,1,1,Malicious
131,16,180,10,14,14,2,3,Malicious
7567,28,298,12,25,25,0,0,Benign
7301,23,298,12,25,25,0,0,Benign
3123,35,396,73,71,71,0,0,Malicious
1480,2,180,111614,9,9,1,1,Malicious
5483,44,291,161,43,43,0,0,Benign
5697,81,346,443,166,166,0,0,Benign
8144,4,504,14,9,9,1,1,Malicious
7768,26,289,160,23,23,0,0,Benign
3244,7,239,10,19,19,2,3,Malicious
2825,7,239,10,9,9,1,2,Malicious
4080,57,350,38,37,37,0,0,Benign
5487,60,226,230,107,107,0,0,Benign
694,1,180,111113,25,25,1,1,Malicious
2598,53,226,38,9,9,2,3,Malicious
1820,3,218,10,35,35,1,1,Malicious
167,2,180,10,10,10,1,1,Malicious
367,8,180,10,11,11,3,4,Malicious
2227,15,224,20,69,69,4,2,Malicious
6022,95,358,694,108,108,1,1,Benign
835,10,180,9,10,10,1,1,Malicious
7201,100,283,28,27,27,0,0,Benign
1323,11,180,9,4,4,1,1,Malicious
2887,5993,272,2038,8,8,1,1,Malicious
1569,19,240,31,9,9,1,1,Malicious
5867,66,371,125,85,85,0,0,Benign
5409,81,272,21,87,87,0,0,Benign
5768,65,412,596,110,110,0,0,Benign
6737,233,285,71,51,51,0,0,Benign
1871,16,180,10,54,54,1,2,Malicious
1559,22,22266,4,4,4,1,1,Malicious
4761,70,385,172,27,27,0,0,Benign
2991,43,335,17,9,9,1,1,Malicious
3611,2,180,9,13,13,2,3,Malicious
7877,233,302,1982,224,224,0,0,Benign
5304,99,283,34,6,6,0,0,Benign
1103,1,180,111612,14,14,0,0,Malicious
7340,21,298,13,83,83,0,0,Benign
3813,410,210,37,36,36,0,0,Benign
7108,20,180,19,18,18,0,0,Benign
2447,39,352,18,9,9,1,1,Malicious
2229,4,242,16,9,9,1,1,Malicious
